battery_cycle_count,average_cpu_temp_c,disk_read_error_rate,device_age_months
481,46.31726382711042,0.04379318723037807,11
72,48.64152764627129,0.058712430160149556,38
148,70.54418024159966,0.027724700785323807,6
508,54.2720402102839,0.03261726165321802,41
602,67.64833755238723,0.01004524629098011,47
401,62.873188781464314,0.01370359662573363,34
684,71.8660258289663,0.06618852438609164,36
428,83.31879153587772,0.04678709053511056,37
298,81.49847261175792,0.027002597270705513,17
388,70.2315796841494,0.06422809671964368,40
782,87.69881829138937,0.01972159245103864,40
499,64.99000130920594,0.07808261588801631,12
240,92.0094288107271,0.02758540861969358,21
50,44.134255663199504,0.026984876332098208,40
37,95.37028174193183,0.024952952442936417,19
144,77.9721987230182,0.009768921273943035,3
210,62.044321518357904,0.008890971786560993,18
849,51.43493934122689,0.051848402762729874,19
789,67.7926273077288,0.07000944356464377,47
939,51.284382744747454,0.06324164082173388,6
42,49.64723324910224,0.011288607521708087,16
57,75.8064019299525,0.04364656974336532,8
512,70.3389140257435,0.0084473236781312,18
416,78.86557000743461,0.003623571489046196,43
583,93.91714089047537,0.05251086875078138,39
737,70.87109237366433,0.042812186694428024,12
814,73.69405908924227,0.0065618948169176685,45
108,45.19832767098664,0.0027951397124790756,10
693,81.62287558270052,0.07918051307274677,7
881,63.19450199464106,0.0024017065719257502,46
735,96.65006384242957,0.035562260244012774,1
556,87.7440929045483,0.040369521968615645,36
748,70.30390034993486,0.009382411824035604,21
622,47.14691394198563,0.013524942275177301,37
471,89.84611601027417,0.0281444005128282,24
652,86.38730353459326,0.060934070097093014,25
778,50.705937513147916,0.040566593924821336,7
14,57.12614077477799,0.051032149964236925,42
227,86.01762097257456,0.07881396440725398,17
512,50.74324989974976,0.061440434825056775,29
776,93.22964437193988,0.03474891985129742,30
407,64.62259066138898,0.0357153537437239,7
880,45.0482598300842,0.0495017661632804,33
804,87.31342132324829,0.053229216673512346,7
402,61.66356161622648,0.04005687406693371,24
216,70.5369532609193,0.0515888978251984,11
24,46.51365197585071,0.0018825995531279018,9
867,40.14987286100898,0.03436982911174753,12
563,77.00314193601126,0.02231504608587814,35
901,69.88015987935643,0.010333955619448831,4
470,74.42523700914253,0.007963721024702011,36
700,86.03714332206995,0.0482553732491734,28
584,77.50314297852589,0.04188804377220894,13
873,50.13685968398788,0.020286729359709536,23
752,60.92480610841479,0.03767600470180116,19
250,92.5416840776901,0.039378585214592664,42
573,84.65679261459738,0.015600718435089264,37
105,72.2849493603296,0.05216744495053205,39
909,54.82740987293779,0.06247354851088724,24
743,57.51950910641811,0.06331708327116152,16
494,82.4535679199668,0.048197586456276406,33
416,89.36810712946071,0.04093108660152112,12
240,78.94263083277563,0.004880571440431592,34
758,86.95273859456962,0.02302650390812847,7
664,84.46605584162354,0.007461715742253592,11
180,48.68283014150355,0.0771058528702779,31
550,64.58879914897152,0.010806411698060856,29
45,48.873060448056634,0.012142032788088165,13
534,53.64366391851512,0.07116612946643938,31
169,90.41705822976105,0.07551426267811663,2
848,67.42773400672456,0.06126632313879279,39
708,71.05076990687434,0.00043239389381358965,15
252,50.34986598321078,0.000107701676525096,11
95,58.11176359083017,0.030248061582996064,34
805,53.35427776881646,0.011471629600871404,39
587,51.95879754206873,0.0014708913721277828,4
691,77.00172601232627,0.03712533515236038,11
566,54.89926316345146,0.07544495179255772,29
583,76.65689818918428,0.025905565992194513,2
655,43.390367618296125,0.052891254274295724,16
805,48.22291482457191,0.05217882825059526,39
37,55.92333473200727,0.020086408293213422,13
629,74.62872117995012,0.05203401990590915,37
565,79.19879221506781,0.016986717942951302,17
349,65.67758407321257,0.009760593086151124,21
807,65.85587304547929,0.05611066284477521,44
340,82.02197738111985,0.009075265368313339,19
649,40.917623322403784,0.07975273748714842,7
515,59.78322141950479,0.014676192092018345,38
357,87.4850093129155,0.0475313490205166,8
482,74.9867257923756,0.03290996571300715,13
240,59.55917369981438,0.01011091379245337,37
199,92.52043795512108,0.002227512606193072,2
234,84.81211819206419,0.04981858258342666,41
394,55.36393593973054,0.06454060510313009,11
386,77.42681057649158,0.06736125292053952,24
292,74.5535422349595,0.03861707784615476,6
642,63.268899014260995,0.062196437374590845,26
637,61.28345259387844,0.05382777067908358,7
754,59.926507536990826,0.05794036219993066,39
268,75.79503543694751,0.03940792041774513,19
368,65.65977631587883,0.05067293921937017,6
719,88.24806056858247,0.06444207308608456,43
465,78.83695173576979,0.03183073404456185,29
420,44.05603313114718,0.0644783120694067,43
658,77.12975698203363,0.04736134742312503,39
327,55.72655131701072,0.0132720819496629,2
686,74.38309551589852,0.001974732577966769,19
234,79.44765200400018,0.029020288031932163,4
828,53.3880929709327,0.04373570626370719,6
243,66.49780140306139,0.06718562817627907,37
693,51.03884204350593,0.010198854411219696,28
673,43.03565479561748,0.06401650781468633,30
836,61.95163256218041,0.06904072368537816,7
383,61.05076776706753,0.012054998960066704,9
681,97.73786846084691,0.06812754554433752,25
617,65.88843636946325,0.07931628542742336,33
481,59.34703386938762,0.058147106483859005,1
242,73.66755038956713,0.06278157454599904,6
701,45.14850885825057,0.07955322140470987,18
122,95.77661268537916,0.04843850004207563,10
839,76.82768264427992,0.024630910561299953,28
506,83.78059355656917,0.06700246672608445,11
451,49.88772041408722,0.0491588622009305,33
573,63.74971547430182,0.046495633897676525,1
277,64.51596857697899,0.02029084444112306,13
519,87.66477374626304,0.06050674156663093,37
816,40.07172742604575,0.006533382068807701,20
395,57.44948028448879,0.0739429656635729,1
396,96.91170971196962,0.02606587686163878,3
122,67.54341952336068,0.010221972223199236,18
622,62.18652425415248,0.03538932264819351,41
634,46.95008211702349,0.0033975927405226524,14
90,96.5015484604249,0.05477009554119731,31
708,41.16152864369782,0.07221644083562849,27
122,82.7564530504201,0.0669810405710807,17
11,84.57878867773348,0.010189557875830486,46
651,54.13208953170427,0.010101690968618548,29
229,78.95038972955616,0.06507475858594113,36
575,45.389890374004615,0.07394034196824928,37
864,54.908741453060635,0.036853586386679134,26
745,85.69831532095137,0.03991768935310128,17
234,90.15179913794533,0.02546096331085807,22
394,75.2922119342679,0.07154120946051312,25
412,69.39662904558799,0.05159223242338848,2
647,49.23963319590086,0.02306012617338948,22
139,43.66032391859071,0.023902629684340128,5
62,46.8236436514664,0.07129600584508819,4
693,53.18672340557373,0.0010907219124657176,36
739,59.81712111002141,0.025818125818131074,6
681,62.09275247963726,0.04434853449730952,21
719,60.086662578162205,0.01185739696794597,13
425,53.86520926744141,0.007367900335967184,37
256,69.56400631159849,0.0652221064872448,25
845,87.86659427750801,0.07155235109188059,26
448,56.222805231345795,0.06588851366385516,39
212,94.65844710792952,0.07190303117898782,20
193,90.65352637998318,0.04424895768466972,33
132,49.38232425842236,0.06498064967922736,14
410,85.60400549191148,0.030723411071288034,36
776,73.32606817443046,0.05330142891832308,17
303,72.86137100594227,0.07910684251113316,21
289,62.680480257374114,0.018058217907130195,46
846,69.06687395255656,0.031191979703286448,16
893,63.03636909089424,0.03840379018480685,46
619,71.30449188807668,0.011041238961604138,16
207,76.42110306081288,0.006483088837204542,20
916,79.1096207717248,0.06637782930572995,29
520,70.88390916844672,0.0781435498262069,28
761,81.84247990506644,0.0323780051063727,8
153,48.194126857979334,0.007011986895572262,24
618,52.29498447232984,0.005264940855246119,3
210,87.48663023630766,0.0713054565088239,25
133,58.70662271509208,0.037105139978214394,19
196,41.32784184861497,0.025602185324991353,33
335,48.919886680745805,0.03811690169915196,2
473,52.96963720078605,0.025464327575387788,15
358,95.52472749788606,0.0391228620246096,22
780,73.23640287798926,0.06876451175343495,10
669,94.09838294762278,0.04738410968496765,18
773,73.35947432880424,0.055572301824814034,22
941,67.8025575279954,0.029173654098746928,46
412,58.19620608925757,0.0590804702808415,27
355,75.16951477713579,0.05332936679034979,13
520,48.07348542781673,0.009564959820164516,33
156,92.09917438297694,0.04581142824924677,5
157,88.10127949819446,0.020539479704780643,26
873,58.41682397685075,0.06432765357068743,13
720,95.26225660087508,0.03407501667735516,27
829,87.86164451010295,0.07957473321571898,14
498,78.6457993784323,0.007400035035117103,24
938,47.06219084526594,0.062427829019212684,3
945,67.73757333678819,0.053896138683372515,47
649,69.35423818111155,0.06139990644725644,30
560,53.48797878519205,0.024602383639236506,35
347,44.63799287283951,0.03936435915059205,14
881,85.04997056735817,0.06372068157789668,12
650,47.078033023214914,0.0186033065296684,28
788,74.46886353258293,0.018082655743092167,44
482,94.31405208525231,0.04408407626359459,29
160,90.81410117068647,0.04188508636238846,43
424,56.10965217745714,0.022580997633034627,17
307,89.38402097797339,0.02384605204198582,40
620,40.019285354988384,0.02222761305652524,21
272,41.02589295756892,0.06172096495987901,23
773,74.94808350288616,0.05215206924499685,20
153,61.15829671038271,0.06659337467282021,11
355,62.41472878723054,0.07803784226512175,34
633,72.73758325937519,0.03793314370175892,10
581,51.123382424327914,0.005335510512435908,10
890,52.281810338597744,0.0038473848329628347,43
11,68.10689204709415,0.023653203141729532,6
906,83.74670557194406,0.07460356714819608,36
313,75.93086958164008,0.04185704439766999,24
263,57.24659279773665,0.021742921286410335,12
661,64.95955629551743,0.031933343560881566,43
462,49.898555995899905,0.04788760859237367,23
46,44.32852923155074,0.052235972651027376,27
169,85.39637036316066,0.012313560782632403,45
18,55.39246973291529,0.07816253412361408,37
242,50.31045049537239,0.04358177815862311,6
108,80.11384722302051,0.010855065423382344,1
668,75.8469971086568,0.0714908202676907,6
825,76.72499830878091,0.005971074486354304,22
217,53.27588708110359,0.07261883465420102,41
140,53.4934412366355,0.0797252525031186,24
413,52.80655252756707,0.05603454393252031,25
161,50.07765054841308,0.061635777685919185,15
63,78.03197300857606,0.02698422691739891,26
129,89.18492134446528,0.07532614821871471,8
682,82.01041324124635,0.042377117288669414,24
929,85.94143075811151,0.05859107572780439,38
637,63.47830888694159,0.07392861727290236,6
596,77.93639613157589,0.07801439807804067,35
634,60.54570194579692,0.06665634852773394,42
429,70.47926807418112,0.0242414005585624,1
431,67.93482109902202,0.0773238013241666,46
113,50.25945441834355,0.05024956249948574,36
861,62.45056809946659,0.07445139810815679,12
263,95.90169197797636,0.054088402065148145,38
236,54.41765494746664,0.02457911694781764,11
121,47.76061670421034,0.029601961931425277,12
519,64.27767605418825,0.04403774216823524,42
482,85.83958867988859,0.06320118732479056,39
108,73.76459732723839,0.025438604107226793,7
162,79.49653997981818,0.046378493290735366,11
870,51.00230119413128,0.027649999486112124,36
923,75.89899519444785,0.06526155237080858,31
905,58.76302290486548,0.03733824750143604,33
887,88.38959522537651,0.006137826148230818,13
347,76.4993307486227,0.01328420171852291,18
715,51.533664110967166,0.004888373409570584,41
831,43.747767430957,0.039944235681146016,24
172,42.4727261386479,0.008506983787858174,9
729,61.541696923708166,0.009131197544770568,31
690,55.41936592595018,0.07528386080307016,41
170,77.47322716082547,0.06981240577408443,10
589,68.96136242875986,0.03616692774490928,2
810,55.42911812431208,0.07886442566801646,38
407,48.65579112111021,1.4922253653049112e-05,15
286,47.37758623587207,0.049118356501871505,3
825,90.15030274414423,0.04931425418974961,43
925,54.1217221674823,0.03659544446959106,31
513,77.79921757883616,0.03175583783474343,6
905,87.01978382320344,0.03643065083844861,3
401,75.6167160487147,0.03319683488637444,11
144,89.85478343552285,0.05843939819858395,15
204,62.75883584865152,0.010828434797862725,45
410,95.460887057639,0.01581113764729041,28
649,47.72241024232962,0.014441458271393887,10
42,45.92467272013721,0.020997646809701162,38
697,78.20414448003173,0.04202067350252667,47
469,94.68420620196918,0.008896699787057498,7
892,86.91524077490703,0.06945354362612033,15
479,44.43217784740698,0.023788922504677786,18
384,56.20332740821355,0.013003038997496628,18
31,93.95849532059377,0.05404970476785947,41
759,54.6773891024455,0.0030469040479455425,24
679,85.30788457964131,0.049597485189933135,2
47,87.85766736386482,0.055855874454119984,40
239,68.73622200073694,0.017193322510937536,20
374,62.4082367712023,0.003357125875490743,34
572,66.10721708034606,0.02909162871355597,43
447,53.16395227319112,0.007887538419354918,26
785,91.58467313547297,0.009318227973866966,7
292,66.13594009032596,0.020340898515589165,38
36,91.1826475464538,0.023637433970140745,30
235,46.1302218345639,0.042397627281713646,42
286,97.31996571800762,0.054271350840241046,5
807,65.70983907172986,0.047421675269614785,11
618,42.77418758285812,0.011868826983161345,1
293,42.205267197772386,0.013766882596210115,34
888,83.28002093394664,0.07030153998343316,1
490,78.22406098381349,0.04466818520512909,19
462,86.52357237140008,0.06959502663181512,2
838,46.111316969262745,0.02972372090558995,21
825,42.06311028806181,0.04915200059450591,20
668,69.49759878795955,0.04189307328436886,23
525,62.48052342600063,0.025529879185637008,21
556,66.79292232691543,0.03759322976268763,24
201,97.5121277144759,0.04019927014615456,4
58,96.30349754489887,0.01606167798053429,12
521,94.65429260104519,0.025200829790138525,22
26,85.46287525252508,0.06331278004055804,20
181,60.580798894899644,0.07326305915633018,18
229,63.90359395524075,0.028783527483623957,1
167,71.87773053569762,0.024557782576721456,30
486,88.17099847148071,0.015615773165750602,33
55,43.98534428605953,0.0542792934920465,24
382,64.60921938132351,0.02584797613330698,14
527,44.79182448063759,0.07901996312793508,36
108,69.85014002126367,0.02605478416511626,5
901,92.13624779236166,0.031530883742610254,11
754,85.3841256247084,0.048266735696962784,24
46,53.21486021750038,0.0641347434553044,31
289,96.60746927672996,0.0375614932276507,13
358,78.70632308669285,0.03381248270311667,16
506,40.60480656504938,0.07965102668758467,24
311,54.81398211174273,0.0008394912911955555,13
190,55.12137139535516,0.07160522310809966,24
616,44.01674976457988,0.011931266075178994,26
108,95.66993804840388,0.06287402209671307,2
709,67.73880708540358,0.04943452478770384,16
125,91.95724664756915,0.027347782839847366,38
200,58.688499199788446,0.06990999644168147,46
262,47.26354708510397,0.0010325782384793581,1
937,67.5114943745604,0.018135252165993893,11
170,46.6094848134304,0.04535142369996288,35
265,68.18889917269732,0.02812338080397584,43
332,93.37723651072565,0.04883019962546621,29
137,70.20455222638434,0.001928815472693346,37
27,75.75698415991484,0.009316714438537002,17
802,49.08502934448088,0.010167699217475139,39
744,42.53666630103823,0.015142691673280756,42
575,46.42686180642881,0.036746515264043426,28
579,74.7148313896932,0.0601702959634857,29
332,45.51067854155367,0.07244310703431209,43
881,61.80758761659606,0.06682980242273968,3
695,71.90533254657305,0.015751029742054685,10
801,62.54186232053113,0.03529204417845059,42
635,49.49366048498749,0.0159529278206828,14
297,55.879895835818175,0.021157745333375264,12
863,93.84241690521746,0.04028375852095089,47
672,79.20697198400862,0.005448721977881803,42
648,68.77077464343343,0.017453946367461858,30
164,40.737463619239826,0.07483025290456938,32
499,97.56009322838928,0.037289303412679116,32
395,78.94438622388931,0.03563092207822978,42
794,58.38150368600681,0.0011653723801023118,32
113,90.99758227987462,0.019791979764667664,26
938,54.98903397692545,0.06930339487857451,1
402,71.55296159259959,0.0131702742606935,42
820,76.89210429632985,0.033209995162777686,2
255,52.82167554431625,0.0011464724693601002,17
185,96.74704217043457,0.038266838533644466,30
48,83.39513054678186,0.0016816885380973724,39
486,72.35316707964206,0.06556876424526399,7
691,50.47448669416745,0.06598830139896829,27
768,43.12377600588552,0.06301937506418959,9
547,58.56347028621704,0.022669125511289457,22
876,83.68486548297736,0.06697897745774545,34
827,55.62121530151745,0.043439850608421544,46
930,71.2942607887393,0.029904648709360195,1
417,82.2209362503831,0.05002639677633864,9
534,46.26073544949493,0.0009872836848299205,20
837,79.74728493472065,0.011436870208060173,19
515,45.328511487182595,0.059383483053621025,36
912,95.9775250433658,0.01953292869729224,40
834,68.3268595437665,0.04784072938629997,45
45,48.73921424717289,0.030808208225842373,4
694,59.858250889945694,0.06838446230394092,9
29,63.97815405912517,0.0761932244797315,41
330,83.97473064243917,0.07068517826961523,22
785,83.11857959244334,0.021649599575487732,18
521,75.4925493095652,0.015533029523686582,12
409,46.14398132839259,0.0379547914896588,42
663,48.791023552085065,0.000586732066894422,43
892,45.43790139744228,0.002064751429054539,39
480,73.4760214306779,0.04426325116984001,9
152,90.87402960766143,0.04163595233322288,6
101,65.16042971077677,0.0795665591228208,19
363,49.32919408954928,0.01614734682910065,47
843,72.36645485864008,0.020648314332837474,7
809,87.08162857821117,0.009083251386102935,16
736,83.01929956774994,0.07340344077229957,5
863,91.12414522115124,0.06222489955667606,16
60,56.11832164043433,0.0657871289165478,1
674,51.24932430153094,0.0722211030371607,37
707,91.02935618463245,0.041991998938067064,39
584,78.13849814112534,0.036095455316057894,19
199,58.033877940438146,0.02643131789324932,37
134,83.05618693320554,0.047137169147828444,17
159,87.27686629986134,0.0363422717431858,26
323,75.66873793978567,0.03612524692844601,22
579,79.89727837303508,0.07495422909849112,8
351,61.76507445767464,0.07872252114233041,33
314,71.24434870589627,0.06371875114636646,2
701,70.40123190211742,0.060540647219754266,30
691,89.18677188558478,0.054444652942328114,47
847,88.71791085636659,0.013285988186681098,20
792,88.29546722212851,0.004728465670052362,18
63,40.63983362722301,0.05525810520906105,43
453,83.47363809919551,0.05830289778052608,10
622,84.00323062643828,0.0037578392878511837,24
273,79.34597172559823,0.07424414001830786,4
62,83.86335015770425,0.007291251155574203,37
581,88.83428154680911,0.022872042701696193,4
629,67.27850513790357,0.053791185023896355,13
14,69.11891238232994,0.013589807552358106,25
112,47.23341530086065,0.004433271075379555,13
205,62.351801216746985,0.026491719133131985,18
783,77.31518043488349,0.06127772598841433,24
886,85.26318701654192,0.03309429431882083,2
893,52.598127666090214,0.052237833752635146,33
359,47.99372815123565,0.04636952777825093,19
56,78.45643626102854,0.001777478562046433,9
876,40.10903324444482,0.07908319896365654,28
832,50.34560988982513,0.0033142471055510204,35
945,41.68614005994932,0.0774242190118788,39
829,49.67933683558251,0.04398913426915185,10
665,50.5165182356793,0.07705272216520533,1
278,62.48506849552287,0.009180287953106837,42
379,63.33497323182024,0.03923268153484106,21
645,90.70722329539379,0.013560327349284692,9
115,69.58636332493187,0.004077990161795393,47
679,81.95747640551261,0.04940232920498493,15
668,46.039966759376675,0.016622673676935314,35
666,53.07544781689424,0.04701576146300368,5
129,80.77071957676326,0.00898915855591885,41
840,43.06262970717463,0.02655891771461622,22
796,68.22266441013768,0.06253060464425977,41
613,74.76340000845016,0.03496412174737501,23
67,74.9244473550439,0.05021963319178691,7
355,41.33010305354644,0.051796635259643675,23
750,58.68226424529276,0.0675004035189835,44
483,76.91645776085093,0.025993823552531305,25
126,48.64198469665612,0.054983645006601405,27
839,80.33410760302709,0.07692926456369326,41
800,83.26366211119313,0.058419466748629446,6
136,96.95421304587643,0.03918963813741956,34
402,52.17083570167175,0.05045739555935434,9
917,87.85757872463468,0.05917463182104865,33
650,70.17720146128194,0.048982061255509794,6
67,61.66083057636206,0.0013340650791871323,37
643,47.09785192486032,0.015581879814978068,31
522,82.65932517627718,0.06483745737723728,34
760,53.67974075033385,0.021812051784998773,41
811,61.542476108636656,0.058524969564890714,29
105,43.62744916004737,0.029769617219335895,14
647,86.4792811175321,0.04175074625263545,36
127,84.46213439035532,0.005437863985552296,36
569,82.54971814245413,0.014498044883976765,15
610,57.367723608529424,0.07657575708153877,8
497,50.06184430742552,0.07121104427575312,26
246,76.97808933927332,0.05218200887192402,36
894,68.77765027856672,0.03677156779085899,21
906,50.33864308046921,0.0540609034316179,28
281,79.78285372089209,0.049488823127515125,4
198,97.48533304563561,0.045484180448368966,16
713,83.33873608903818,0.004734165749083346,22
456,82.91921042776548,0.05062420885292055,12
590,95.11813966997431,0.06151360356569347,16
799,51.77030931934433,0.07952653237164604,40
870,72.80189796544354,0.0008862842075447741,38
256,96.81950947196523,0.05841387626485413,42
85,49.58705843627013,0.04574314527487844,37
163,80.61461364778222,0.03472417408647654,29
665,73.97698846637032,0.01020561396570967,18
444,74.015787346945,0.032726811890790096,10
95,80.46489639616436,0.028350174638890824,42
706,93.91778152678968,0.024226391118299377,39
294,85.3897525113776,0.05847036986577662,18
229,43.25589399814018,0.056058041702741104,1
78,89.45822515279126,0.04712160727847293,39
56,53.08139713569249,0.07509318506346978,21
103,61.86102155470957,0.027988350734468356,1
759,66.78050318951817,0.019504155016814365,15
462,67.89254804367803,0.05247226504787197,4
213,65.24046315681069,0.015905124874992235,20
921,94.36649106452013,0.02520084057467397,10
227,80.94910244451343,0.017968195205990786,23
483,76.60789746548897,0.005532285417480099,41
441,42.89083761141061,0.06619989933085388,34
350,92.42697315510173,0.020363243433732893,46
560,92.74463113648699,0.03784220026744166,33
621,85.25235767894594,0.003465221860344956,34
298,40.40769382118991,0.05594715730021145,39
263,43.32225456250215,0.026444880184503267,10
743,53.0629747315724,0.0595789382263368,20
366,47.61826567240459,0.03299224483742929,1
32,63.13248972281631,0.01566044851244997,13
771,93.5121373690918,0.04105400658256287,1
531,67.3795051834259,0.010440364770995183,5
767,40.77735233306561,0.03524313278983958,16
846,56.3992499955682,0.025384438193638923,15
109,42.586504685631766,0.07295676673597065,28
811,42.104682111583124,0.004874297737657596,31
189,55.99175147954203,0.05552139312845936,23
232,55.98551564337883,0.014620093278994873,45
915,85.65334295089303,0.025523605946579188,43
771,96.5404098613045,0.03324112504496528,17
668,61.5300114456199,0.07264120714999794,34
451,64.87543897394023,0.01940626128590601,13
617,88.99778730458924,0.007304704203573618,14
778,55.55206316553978,0.02549516831924189,11
334,49.07014465539998,0.008374077642842669,28
525,89.47919815741173,0.010287718876844201,42
25,42.6970340135238,0.04590804783800213,32
801,75.94256753156611,0.004872154647959466,35
345,72.5955851530748,0.002474470511485283,31
768,60.06338595509827,0.057153128117639826,17
267,58.28099222364682,0.028931767587283563,47
506,84.76774811853403,0.010030027938709862,9
905,45.012627424227695,0.02028902166877666,10
169,53.73348994006035,0.05136692058819192,8
484,82.48202644660921,0.022042925371268094,21
861,71.8025938561326,0.03956169000963263,13
673,47.423316094948014,0.009735624538133782,5
917,91.16386562835949,0.047047491008435756,6
699,62.81997510068831,0.025286214707461126,30
684,88.01636576868603,0.05015747476229732,31
389,85.6873549006071,0.06467159058432183,17
554,76.21667589536023,0.04893171355119939,11
938,68.67990561511539,0.023659805007601654,20
700,96.8139487421419,0.02045949612386403,9
436,48.407974198029386,0.026193676698675842,2
622,82.05903219796465,0.013169641058920387,37
277,51.089060684957765,0.014493748068001607,1
844,59.619260109276205,0.06325528815201344,4
586,57.90452711564532,0.0307786061205956,36
426,94.92808728884593,0.03487961444564687,25
